Entity Name	Entity type	Gene Symbol	Sources(; separated)	Level4	Level3	Level2	Model_Of_Inheritance	Phenotypes	Omim	Orphanet	HPO	Publications	Description	Flagged	GEL_Status	UserRatings_Green_amber_red	version	ready	Mode of pathogenicity	EnsemblId(GRch37)	EnsemblId(GRch38)	HGNC	Position Chromosome	Position GRCh37 Start	Position GRCh37 End	Position GRCh38 Start	Position GRCh38 End	STR Repeated Sequence	STR Normal Repeats	STR Pathogenic Repeats	Region Haploinsufficiency Score	Region Triplosensitivity Score	Region Required Overlap Percentage	Region Variant Type	Region Verbose Name
TRMT10C	gene	TRMT10C	Expert list;Expert Review Green;NHS GMS;Victorian Clinical Genetics Services	Mitochondrial disorders	Mitochondrial	Metabolic disorders	BIALLELIC, autosomal or pseudoautosomal	Combined oxidative phosphorylation deficiency 30, 616974				27132592		False	3	0;100;0	7.6	False		ENSG00000174173	ENSG00000174173	HGNC:26022													
TRMT5	gene	TRMT5	Expert list;Expert Review Green;Victorian Clinical Genetics Services	Mitochondrial disorders	Mitochondrial	Metabolic disorders	BIALLELIC, autosomal or pseudoautosomal	Peripheral neuropathy with variable spasticity, exercise intolerance, and developmental delay, OMIM:616539				26189817;29021354		False	3	100;0;0	7.6	True		ENSG00000126814	ENSG00000126814	HGNC:23141													
TRMU	gene	TRMU	Expert;Expert list;Expert Review Green;Radboud University Medical Center, Nijmegen;Victorian Clinical Genetics Services	Mitochondrial disorders	Mitochondrial	Metabolic disorders	BIALLELIC, autosomal or pseudoautosomal	Multiple respiratory chain complex deficiencies (disorders of protein synthesis);{Deafness, mitochondrial, modifier of}, 580000;Liver failure, transient infantile, 613070						False	3	100;0;0	7.6	True		ENSG00000100416	ENSG00000100416	HGNC:25481													
TRNT1	gene	TRNT1	Expert list;Expert Review Green;Victorian Clinical Genetics Services	Mitochondrial disorders	Mitochondrial	Metabolic disorders	BIALLELIC, autosomal or pseudoautosomal	congenital sideroblastic anemia with B cell immunodeficiency, fevers, and developmental delay (SIFD); retinitis pigmentosa with erythrocytic microcytosis				PMID: 25652405;PMID: 26494905		False	3	100;0;0	7.6	True		ENSG00000072756	ENSG00000072756	HGNC:17341													
TSFM	gene	TSFM	Expert;Expert list;Expert Review Green;Radboud University Medical Center, Nijmegen;Victorian Clinical Genetics Services	Mitochondrial disorders	Mitochondrial	Metabolic disorders	BIALLELIC, autosomal or pseudoautosomal	Combined oxidative phosphorylation deficiency 3, 610505				27604308;17033963;25037205		False	3	100;0;0	7.6	False		ENSG00000123297	ENSG00000123297	HGNC:12367													
TTC19	gene	TTC19	Emory Genetics Laboratory;Expert;Expert list;Illumina TruGenome Clinical Sequencing Services;Radboud University Medical Center, Nijmegen;Victorian Clinical Genetics Services	Mitochondrial disorders	Mitochondrial	Metabolic disorders	BIALLELIC, autosomal or pseudoautosomal	Isolated complex III deficiency;Mitochondrial complex III deficiency, nuclear type 2, 615157;Mitochondrial Diseases;Mitochondrial Respiratory Chain Complex III Deficiency						False	3	100;0;0	7.6	False		ENSG00000011295	ENSG00000011295	HGNC:26006													
TUFM	gene	TUFM	Expert;Expert list;Expert Review Green;Radboud University Medical Center, Nijmegen;Victorian Clinical Genetics Services	Mitochondrial disorders	Mitochondrial	Metabolic disorders	BIALLELIC, autosomal or pseudoautosomal	Combined oxidative phosphorylation deficiency 4 610678				28132884;25735936;17160893;26741492		False	3	100;0;0	7.6	False		ENSG00000178952	ENSG00000178952	HGNC:12420													
TWNK	gene	TWNK	Expert;Expert list;Illumina TruGenome Clinical Sequencing Services;Radboud University Medical Center, Nijmegen;UKGTN;Victorian Clinical Genetics Services	Mitochondrial disorders	Mitochondrial	Metabolic disorders	BOTH monoallelic and biallelic, autosomal or pseudoautosomal	Mitochondrial DNA depletion syndrome 7 (hepatocerebral type), OMIM:271245;Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal dominant 3, OMIM:609286;Perrault syndrome 5, OMIM:616138						False	3	100;0;0	7.6	False		ENSG00000107815	ENSG00000107815	HGNC:1160													
TYMP	gene	TYMP	Expert;Expert list;Illumina TruGenome Clinical Sequencing Services;Radboud University Medical Center, Nijmegen;UKGTN;Victorian Clinical Genetics Services	Mitochondrial disorders	Mitochondrial	Metabolic disorders	BIALLELIC, autosomal or pseudoautosomal	Disorders of mitochondrial DNA maintenance and integrity;Mitochondrial DNA depletion syndrome 1 (MNGIE type), 603041;Mitochondrial Neurogastrointestinal Encephalopathy Disease						False	3	100;0;0	7.6	False		ENSG00000025708	ENSG00000025708	HGNC:3148													
UQCC2	gene	UQCC2	Expert;Expert list;Expert Review Green;NHS GMS;Victorian Clinical Genetics Services	Mitochondrial disorders	Mitochondrial	Metabolic disorders	BIALLELIC, autosomal or pseudoautosomal	Mitochondrial complex III deficiency, nuclear type 7, OMIM:615824				28804536;24385928		False	3	50;50;0	7.6	False		ENSG00000137288	ENSG00000137288	HGNC:21237													
UQCRB	gene	UQCRB	Emory Genetics Laboratory;Expert;Expert list;Expert Review Green;NHS GMS;Radboud University Medical Center, Nijmegen;Victorian Clinical Genetics Services	Mitochondrial disorders	Mitochondrial	Metabolic disorders	BIALLELIC, autosomal or pseudoautosomal	Mitochondrial complex III deficiency, nuclear type 3, OMIM:615158				12709789;25446085;23454382;28604960;23281071;28275242		False	3	100;0;0	7.6	False		ENSG00000156467	ENSG00000156467	HGNC:12582													
UQCRC2	gene	UQCRC2	Expert;Expert list;Expert Review Green;NHS GMS;Radboud University Medical Center, Nijmegen;Victorian Clinical Genetics Services	Mitochondrial disorders	Mitochondrial	Metabolic disorders	BIALLELIC, autosomal or pseudoautosomal	Mitochondrial complex III deficiency, nuclear type 5, OMIM:615160				23281071;28275242;33865955		False	3	100;0;0	7.6	False		ENSG00000140740	ENSG00000140740	HGNC:12586													
UQCRFS1	gene	UQCRFS1	Expert Review Green;NHS GMS;Radboud University Medical Center, Nijmegen	Mitochondrial disorders	Mitochondrial	Metabolic disorders	BIALLELIC, autosomal or pseudoautosomal	Mitochondrial complex III deficiency, nuclear type 10, OMIM:618775				31883641		False	3	75;25;0	7.6	False		ENSG00000169021	ENSG00000169021	HGNC:12587													
VARS2	gene	VARS2	Expert;Expert list;Expert Review Green;Radboud University Medical Center, Nijmegen;Victorian Clinical Genetics Services	Mitochondrial disorders	Mitochondrial	Metabolic disorders	BIALLELIC, autosomal or pseudoautosomal	Multiple respiratory chain complex deficiencies (disorders of protein synthesis);Combined oxidative phosphorylation deficiency 20, 615917						False	3	100;0;0	7.6	True		ENSG00000137411	ENSG00000137411	HGNC:21642													
WARS2	gene	WARS2	Expert list;Expert Review Green	Mitochondrial disorders	Mitochondrial	Metabolic disorders	BIALLELIC, autosomal or pseudoautosomal	Neurodevelopmental disorder, mitochondrial, with abnormal movements and lactic acidosis, with or without seizures, 617710				28905505;28650581;28236339		False	3	50;50;0	7.6	False		ENSG00000116874	ENSG00000116874	HGNC:12730													
YARS2	gene	YARS2	Expert;Expert list;Expert Review Green;Radboud University Medical Center, Nijmegen;Victorian Clinical Genetics Services	Mitochondrial disorders	Mitochondrial	Metabolic disorders	BIALLELIC, autosomal or pseudoautosomal	Multiple respiratory chain complex deficiencies (disorders of protein synthesis);Myopathy, lactic acidosis, and sideroblastic anemia 2, 613561						False	3	100;0;0	7.6	False		ENSG00000139131	ENSG00000139131	HGNC:24249													
ANO10	gene	ANO10	Expert Review Amber;NHS GMS;Radboud University Medical Center, Nijmegen	Mitochondrial disorders	Mitochondrial	Metabolic disorders	BIALLELIC, autosomal or pseudoautosomal	Spinocerebellar ataxia, autosomal recessive 10, OMIM:613728;autosomal recessive spinocerebellar ataxia 10, MONDO:0013392				25778941		False	2	25;50;25	7.6	True		ENSG00000160746	ENSG00000160746	HGNC:25519													
ATP5B	gene	ATP5B	Expert Review Amber;Radboud University Medical Center, Nijmegen	Mitochondrial disorders	Mitochondrial	Metabolic disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	?Hypermetabolism due to uncoupled mitochondrial oxidative phosphorylation 2, OMIM: 620085				36239646;36860166		False	2	0;100;0	7.6	True		ENSG00000110955	ENSG00000110955	HGNC:830													
BTD	gene	BTD	Expert Review;Expert Review Amber;NHS GMS	Mitochondrial disorders	Mitochondrial	Metabolic disorders	BIALLELIC, autosomal or pseudoautosomal	Biotinidase deficiency, OMIM:253260;biotinidase deficiency, MONDO:0009665						False	2	0;67;33	7.6	True		ENSG00000169814	ENSG00000169814	HGNC:1122													
COASY	gene	COASY	Expert Review Amber;NHS GMS	Mitochondrial disorders	Mitochondrial	Metabolic disorders	BIALLELIC, autosomal or pseudoautosomal	Neurodegeneration with brain iron accumulation 6, OMIM:615643;neurodegeneration with brain iron accumulation 6, MONDO:0014290;Pontocerebellar hypoplasia, type 12, OMIM:618266;pontocerebellar hypoplasia, type 12, MONDO:0032643				11980892;25778941;24360804;27021474;28489334;30089828;36495139		False	2	100;0;0	7.6	False		ENSG00000068120	ENSG00000068120	HGNC:29932													
COX14	gene	COX14	Expert;Expert list;Expert Review Amber;NHS GMS;Radboud University Medical Center, Nijmegen;Victorian Clinical Genetics Services	Mitochondrial disorders	Mitochondrial	Metabolic disorders	BIALLELIC, autosomal or pseudoautosomal	Isolated complex IV deficiency;Mitochondrial complex IV deficiency, 220110				22243966		False	2	40;60;0	7.6	True		ENSG00000178449	ENSG00000178449	HGNC:28216													
COX16	gene	COX16	Expert Review Amber;NHS GMS	Mitochondrial disorders	Mitochondrial	Metabolic disorders	BIALLELIC, autosomal or pseudoautosomal	Mitochondrial complex IV deficiency, nuclear type 22, OMIM:619355;Hypertrophic cardiomyopathy;Encephalopathy;Severe fatal lactic acidosis				33169484		False	2	0;100;0	7.6	False		ENSG00000133983	ENSG00000133983	HGNC:20213													
CRAT	gene	CRAT	Expert list;Expert Review Amber	Mitochondrial disorders	Mitochondrial	Metabolic disorders	BIALLELIC, autosomal or pseudoautosomal	?Neurodegeneration with brain iron accumulation 8, OMIM:617917;Leigh syndrome, MONDO:0009723				29395073;29903433;31448845		False	2	0;67;33	7.6	False		ENSG00000095321	ENSG00000095321	HGNC:2342													
DCC	gene	DCC	Expert Review Amber;Literature	Mitochondrial disorders	Mitochondrial	Metabolic disorders	BIALLELIC, autosomal or pseudoautosomal	"Gaze palsy, familial horizontal, with progressive scoliosis, 2	617542"				28250456		False	2	0;100;0	7.6	False		ENSG00000187323	ENSG00000187323	HGNC:2701													
ETFA	gene	ETFA	Expert Review Amber;NHS GMS	Mitochondrial disorders	Mitochondrial	Metabolic disorders	BIALLELIC, autosomal or pseudoautosomal	Glutaric acidemia IIA, OMIM:231680;multiple acyl-CoA dehydrogenase deficiency, MONDO:0009282				1882842;12815589;25929793;27604308		False	2	100;0;0	7.6	False		ENSG00000140374	ENSG00000140374	HGNC:3481													
ETFB	gene	ETFB	Expert Review Amber;NHS GMS	Mitochondrial disorders	Mitochondrial	Metabolic disorders	BIALLELIC, autosomal or pseudoautosomal	Glutaric acidemia IIB, OMIM:231680;multiple acyl-CoA dehydrogenase deficiency, MONDO:0009282				7912128;12815589;25929793;27604308;30847515;32550677;27081516		False	2	100;0;0	7.6	False		ENSG00000105379	ENSG00000105379	HGNC:3482													
IDH3B	gene	IDH3B	Expert Review Amber;Victorian Clinical Genetics Services	Mitochondrial disorders	Mitochondrial	Metabolic disorders	BIALLELIC, autosomal or pseudoautosomal	Retinitis pigmentosa 46, 612572				18806796		False	2	0;100;0	7.6	False		ENSG00000101365	ENSG00000101365	HGNC:5385													
MRPS14	gene	MRPS14	Expert Review Amber;NHS GMS	Mitochondrial disorders	Mitochondrial	Metabolic disorders	BIALLELIC, autosomal or pseudoautosomal	?Combined oxidative phosphorylation deficiency 38, OMIM:618378				30358850		False	2	0;100;0	7.6	False		ENSG00000120333	ENSG00000120333	HGNC:14049													
MRPS16	gene	MRPS16	Expert;Expert list;Expert Review Amber;Radboud University Medical Center, Nijmegen;Victorian Clinical Genetics Services	Mitochondrial disorders	Mitochondrial	Metabolic disorders	BIALLELIC, autosomal or pseudoautosomal	Multiple respiratory chain complex deficiencies (disorders of protein synthesis);Combined oxidative phosphorylation deficiency 2, 610498				28749478;15505824		False	2	50;50;0	7.6	False		ENSG00000182180	ENSG00000182180	HGNC:14048													
MT-RNR2	gene	MT-RNR2	Expert Review Amber;UKGTN	Mitochondrial disorders	Mitochondrial	Metabolic disorders	MITOCHONDRIAL							False	2	50;50;0	7.6	False		ENSG00000210082	ENSG00000210082	HGNC:7471													
NDUFB7	gene	NDUFB7	Expert list;Expert Review Amber;Radboud University Medical Center, Nijmegen	Mitochondrial disorders	Mitochondrial	Metabolic disorders	BIALLELIC, autosomal or pseudoautosomal	?Mitochondrial complex I deficiency, nuclear type 39, OMIM:620135				33502047;27626371		False	2	0;100;0	7.6	False		ENSG00000099795	ENSG00000099795	HGNC:7702													
NDUFB9	gene	NDUFB9	Expert;Expert list;Expert Review Amber;Radboud University Medical Center, Nijmegen;Victorian Clinical Genetics Services	Mitochondrial disorders	Mitochondrial	Metabolic disorders	BIALLELIC, autosomal or pseudoautosomal	Isolated complex I deficiency;?Mitochondrial complex I deficiency, 252010				22200994		False	2	100;0;0	7.6	False		ENSG00000147684	ENSG00000147684	HGNC:7704													
OGDH	gene	OGDH	Expert Review Amber;NHS GMS;Radboud University Medical Center, Nijmegen	Mitochondrial disorders	Mitochondrial	Metabolic disorders	BIALLELIC, autosomal or pseudoautosomal	Alpha-ketoglutarate dehydrogenase deficiency, OMIM:203740;oxoglutaricaciduria, MONDO:0008759				32383294;36520152		False	2	67;33;0	7.6	False		ENSG00000105953	ENSG00000105953	HGNC:8124													
OXA1L	gene	OXA1L	Expert Review Amber;Radboud University Medical Center, Nijmegen	Mitochondrial disorders	Mitochondrial	Metabolic disorders	BIALLELIC, autosomal or pseudoautosomal	No OMIM phenotype				16435202;30201738		False	2	0;100;0	7.6	False		ENSG00000155463	ENSG00000155463	HGNC:8526													
PCK2	gene	PCK2	Expert Review Amber;Literature	Mitochondrial disorders	Mitochondrial	Metabolic disorders	BIALLELIC, autosomal or pseudoautosomal	PEPCK deficiency, mitochondrial, OMIM:261650;Abnormal gait;peripheral neuropathy				36845668		False	2	0;100;0	7.6	False		ENSG00000100889	ENSG00000100889	HGNC:8725													
SLC25A21	gene	SLC25A21	Expert Review Amber;NHS GMS	Mitochondrial disorders	Mitochondrial	Metabolic disorders	BIALLELIC, autosomal or pseudoautosomal	No OMIM phenotype				29517768		False	2	0;100;0	7.6	False		ENSG00000183032	ENSG00000183032	HGNC:14411													
TIMM22	gene	TIMM22	Expert Review Amber;NHS GMS	Mitochondrial disorders	Mitochondrial	Metabolic disorders	BIALLELIC, autosomal or pseudoautosomal	No OMIM phenotype				30452684		False	2	0;100;0	7.6	False		ENSG00000177370	ENSG00000177370	HGNC:17317													
TMEM65	gene	TMEM65	Expert Review Amber;NHS GMS	Mitochondrial disorders	Mitochondrial	Metabolic disorders	BIALLELIC, autosomal or pseudoautosomal	No OMIM phenotype				28295037		False	2	0;100;0	7.6	False		ENSG00000164983	ENSG00000164983	HGNC:25203													
TOMM70	gene	TOMM70	Expert Review Amber;Literature	Mitochondrial disorders	Mitochondrial	Metabolic disorders	BOTH monoallelic and biallelic, autosomal or pseudoautosomal	Severe anaemia, lactic acidosis;developmental delay;white matter abnormalities				31907385;32356556		False	2	0;100;0	7.6	False		ENSG00000154174	ENSG00000154174	HGNC:11985													
UQCC3	gene	UQCC3	Expert list;Expert Review Amber;Radboud University Medical Center, Nijmegen;Victorian Clinical Genetics Services	Mitochondrial disorders	Mitochondrial	Metabolic disorders	BIALLELIC, autosomal or pseudoautosomal	Isolated complex III deficiency;?Mitochondrial complex III deficiency, nuclear type, 616111				25008109;28804536		False	2	100;0;0	7.6	False		ENSG00000204922	ENSG00000204922	HGNC:34399													
UQCRC1	gene	UQCRC1	Expert Review Amber;Radboud University Medical Center, Nijmegen	Mitochondrial disorders	Mitochondrial	Metabolic disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Parkinsonism with polyneuropathy, OMIM:619279				30788857;33141179;33779694;33248804		False	2	0;100;0	7.6	False		ENSG00000010256	ENSG00000010256	HGNC:12585													
UQCRQ	gene	UQCRQ	Emory Genetics Laboratory;Expert;Expert list;Expert Review Amber;Illumina TruGenome Clinical Sequencing Services;Radboud University Medical Center, Nijmegen;Victorian Clinical Genetics Services	Mitochondrial disorders	Mitochondrial	Metabolic disorders	BIALLELIC, autosomal or pseudoautosomal	Mitochondrial complex III deficiency, nuclear type 4, 615159				18439546		False	2	100;0;0	7.6	False		ENSG00000164405	ENSG00000164405	HGNC:29594													
XPNPEP3	gene	XPNPEP3	Expert list;Expert Review Amber	Mitochondrial disorders	Mitochondrial	Metabolic disorders	BIALLELIC, autosomal or pseudoautosomal	Nephronophthisis-like nephropathy 1 OMIM:613159;nephronophthisis-like nephropathy 1 MONDO:0013163				20179356;32660933		False	2	25;50;25	7.6	True		ENSG00000196236	ENSG00000196236	HGNC:28052													
